respondent_id,region,department,employment_type,age,user_language,sentiment_1,sentiment_2,sentiment_3,sentiment_4,sentiment_5,sentiment_6,sentiment_7,sentiment_8,sentiment_9,sentiment_10,sentiment_11,sentiment_12,sentiment_13,sentiment_14,sentiment_15,sentiment_16,sentiment_17,sentiment_18,sentiment_19,sentiment_20,sentiment_21,sentiment_22,sentiment_23,sentiment_24,sentiment_25
NOV25_RESP_0001,Asia Pacific,Marketing,<3 year,35-45,EN,3.7958591308845415,3.8647146389692795,3.0058070431073336,3.4686523125224364,2.5965824457757374,3.2495299366340062,3.399662595884825,2.909306762469729,3.5446475696702358,3.393361460733807,3.0691794520437403,2.895967912250769,2.7129777427390844,3.28542472808495,3.3642849600669944,3.57312865888837,3.4126266151864972,2.802357533639895,4.289622737306995,3.2515766279771974,2.8253795067243317,3.7149915483415255,2.476148383603991,4.434546025895161,2.9988056967236223
NOV25_RESP_0002,North America,Finance,10-20 year,<25,EN,3.058679225533161,3.7494993774276133,2.7451408931966323,3.7806270320545434,2.7757860479831282,2.9683154416477935,3.565563959099517,3.510971792838918,3.720911122861417,3.2152174800117073,3.006578016793756,2.406390993500844,2.6129860786778143,2.938241524996905,3.6956533402383935,3.7558168733089117,2.715218981731348,2.973434333658075,3.824539777171912,2.9622204534412395,3.0657369277484077,3.3994516731883673,2.968632011738808,3.5870756922705396,2.719724374795586
NOV25_RESP_0003,Asia Pacific,Engineering,>20 year,45-55,EN,3.108985065454307,3.378109481275949,3.061583300373539,3.26257776173181,3.6306556664922054,3.763894226509364,3.415322817257547,3.6398525130832677,3.74933383059903,3.035765924005204,3.2988701024467737,3.5773738222672464,2.9521398257195326,4.113978797020154,2.1786988243962973,3.8275796782954923,3.191150884110164,2.6452718792688836,3.967918876594067,2.6779171342530277,2.8259756881934024,2.7798003525566757,3.1031727195862655,3.7118088826098847,2.2904643200124606
NOV25_RESP_0004,Europe,Product,<3 year,<25,EN,3.205219714150992,3.484331786189997,2.730398331299671,3.3423670182469785,2.911837524409991,3.23437134218442,3.8707750065687003,3.286854190412084,3.3635427906838755,3.377603232682035,3.5365663302623225,2.4698786403849544,2.52328686234813,3.337434653773838,2.828018414904751,4.375553019993229,3.0171250099821547,2.5547071830156214,3.6447597799485676,2.8757193558091676,2.8040929946716675,2.1843041166667216,3.0515245663859694,3.871144274753042,2.7133611288891166
NOV25_RESP_0005,Europe,Finance,3-10 year,35-45,EN,3.0306149874213366,3.08032568436788,3.2100549410314017,3.2436759827027206,3.158635395031597,3.4389454412689897,3.5019718483704865,3.1264002674220457,3.358033230002267,3.258841046279263,3.392114916134667,3.2738560240220735,3.1236754592828953,2.8779291567032965,2.730301007748692,3.9566146455957196,2.8770770789645703,3.681840747798792,4.630907580909978,3.7695014408593814,2.3200574220457963,2.758843211837445,2.545696023890453,4.223403909395827,3.288837851089437
NOV25_RESP_0006,Asia Pacific,Product,10-20 year,35-45,EN,3.489311302039179,3.119981021655703,2.9243825918093194,3.599930915269203,3.5809760452035126,3.746059995417644,3.2327847434427865,3.4494377809693244,3.939987799904284,3.5082582150378983,2.7968818285466712,2.641615005606684,3.2298834348664953,2.629152535176457,3.078818266094823,3.8435190576112293,3.382869832124383,3.001490710824033,3.7854959536154116,3.2999917918254735,3.079362940846704,2.615723112827119,2.843413551120475,4.150659133396525,3.4878929556148197
NOV25_RESP_0007,Europe,Engineering,10-20 year,<25,EN,4.140055282271848,3.5225592317725285,2.6562857025867297,3.6874306609318506,3.146949767172643,4.0066796543846115,3.659303126297137,2.8411826687370634,3.8476008867443463,3.544878817241997,3.4293423634911155,3.592575681328922,3.0626624400749147,2.9959688282811223,2.7765904423945624,3.684010623935817,3.103076504853499,3.2093649850126873,4.229498142639776,3.818668238561661,2.8497813316308043,3.212001243732825,2.563937501993836,4.3546364884568565,3.1182141453461187
NOV25_RESP_0008,Asia Pacific,Marketing,10-20 year,<25,EN,3.033669277927181,2.8924123369848935,2.966205709886338,3.6958545128235643,3.6362162107532914,3.4222578418843983,3.1997184712919333,3.846102421564974,3.990405960617619,3.088921146596286,3.12105716232328,3.151573374721307,2.123908286612706,2.7992914689310116,2.472478042900203,3.4452626994338944,3.412152065544011,2.6764317251895404,3.6590109049528103,3.640139312018577,2.6361169172129153,2.891957937180392,2.344998706781305,3.5341224581305712,2.9708177154678794
NOV25_RESP_0009,Europe,Sales,3-10 year,<25,EN,2.923792152720496,3.4585272797535005,2.9190318597778036,3.6466713723800988,2.7415608083107785,4.038013169502046,3.0509675651509234,3.660501795987071,3.707694943982814,3.403032607882306,3.081926896520196,2.3896040652167527,3.343895689842081,2.880009342193418,3.571582258611657,3.5968947223293886,3.1140899331624143,2.661039417232084,3.647433182540822,3.50961797995186,2.290593922682401,2.099969337148103,2.3631165110657735,4.292096922360015,3.59713075018519
NOV25_RESP_0010,North America,Product,3-10 year,<25,EN,3.165188539636186,2.947776817671342,3.0963367314076806,3.74229149882616,3.5498821026190477,4.108301998710737,3.367574691277032,3.764356589021853,3.499860576863373,3.4660474928697993,3.027968828345676,2.6679049084954616,2.930457949425562,3.2210056443409423,2.6188381620563383,3.5338113082041316,3.6900224974331772,3.666209204802387,4.022423810302721,3.181696475402788,3.1033255234074346,4.104820752057915,2.582517036270648,4.2661536269093405,3.576606408083914
