respondent_id,region,department,employment_type,age,user_language,sentiment_1,sentiment_2,sentiment_3,sentiment_4,sentiment_5,sentiment_6,sentiment_7,sentiment_8,sentiment_9,sentiment_10,sentiment_11,sentiment_12,sentiment_13,sentiment_14,sentiment_15,sentiment_16,sentiment_17,sentiment_18,sentiment_19,sentiment_20,sentiment_21,sentiment_22,sentiment_23,sentiment_24,sentiment_25
MAR25_RESP_0001,Asia Pacific,Marketing,<3 year,35-45,EN,2.8862846896407386,3.098348736814022,2.2252724452678447,2.8382701078006676,1.8866117240637579,2.8117243032532016,3.024441452609875,2.5355422886294576,3.158601882070717,2.8820384263843426,2.3255367774803637,2.100586818486097,1.9215423002584875,2.488787952222591,2.458644713931574,2.8589280646152377,2.5519240953435705,2.254838855976802,3.6529523450808474,2.5458237481694153,2.31171969523805,3.3087095142543026,1.9372179799385902,3.891091462342276,2.649113211741614
MAR25_RESP_0002,North America,Finance,10-20 year,<25,EN,2.2060922232066225,2.8748174869812204,1.9774179455411525,2.953670635120522,1.966135160999449,2.5621797996899462,3.0978691084314858,3.0714574444498943,3.318519211759134,2.7978502576070508,2.1491025276932425,1.7263719325929998,1.8118271096807432,2.289458264067271,2.7008534412599863,3.1620940761422762,1.9972055368129182,2.35149099323815,3.149828594966139,2.166892266560943,2.6021647230135847,2.951873779266166,2.646611966854237,3.1218552573090808,2.290634993220445
MAR25_RESP_0003,Asia Pacific,Engineering,>20 year,45-55,EN,2.437670873671055,2.491381252127317,2.0947574306054486,2.4249344956067773,2.9087787042462914,3.443626276293077,3.0057983096886614,3.259155475340731,3.3310314093208064,2.6569231760231204,2.3620768038534568,2.8194498616057415,2.1383531344744853,3.2117713717378478,1.3398342080045809,3.159563290118978,2.5963711572829498,2.0790189096107423,3.3003040707676705,1.9251682466575315,2.4417112183335363,2.394711061672112,2.7279509381143314,3.201270775808646,1.9367190266544714
MAR25_RESP_0004,Europe,Product,<3 year,<25,EN,2.4049913157549883,2.635736586375885,2.0868419363970085,2.602875115451911,2.0487624624961804,2.856541963586686,3.45474930471906,2.741855080840684,3.000774613239281,2.9309569118019576,2.4510292130892424,1.7540050914776923,1.726899183607547,2.640465545196565,1.8359031021918601,3.720935857746194,2.354493429177886,1.9330353768407105,2.943351072178701,2.279066637533883,2.3978660997926937,1.8267788390787905,2.7280394289224215,3.4708612957350717,2.406584359299699
MAR25_RESP_0005,Europe,Finance,3-10 year,35-45,EN,2.1666333309391757,2.363892832751526,2.331379513121935,2.5922288783736116,2.4924020095885426,2.9730468844484714,3.245649269374973,2.7140811408179415,2.9837947870075423,2.883670017101753,2.3930749489030023,2.2925910733250885,2.4358923114498134,2.124032545875607,2.026952074837638,3.3212654611214023,2.107992475066324,2.8000106484321874,3.8118359084900875,3.012290984301768,1.9504120410359436,2.3724134949600737,2.126387283873846,3.8788445144727106,2.8534549682276684
MAR25_RESP_0006,Asia Pacific,Product,10-20 year,35-45,EN,2.7879042032745542,2.3285243665431787,2.2847183778796603,2.642214621254154,2.8495355423312043,3.2954150497446237,2.931351463090172,3.07960827960936,3.5536385515781643,3.1393772346123128,1.758509616703528,1.8556667482657814,2.467549695286376,1.7751518433539748,2.28389940146913,3.255744080898223,2.6639945174669584,2.2578955778255905,3.040150036861056,2.781170042112555,2.6412437080561455,2.2375818878544944,2.5697229101852512,3.8278722343759886,3.1004289143056227
MAR25_RESP_0007,Europe,Engineering,10-20 year,<25,EN,3.310272784351815,2.8050861604235884,2.0524101983837637,2.9898697113540966,2.293948948449522,3.585968578913119,3.4192993726782097,2.502507011880631,3.3386218580415603,3.1857598058801955,2.5997479564888235,3.059220411439042,2.0441812274485485,2.1957516701555924,1.9086029461183132,3.045709599191196,2.4297786318412142,2.3501062957437298,3.525887333170598,2.954285598260045,2.5711145825958863,2.85470825129463,2.197306917394337,3.8974034542463523,2.748099342155479
MAR25_RESP_0008,Asia Pacific,Marketing,10-20 year,<25,EN,2.2612196697698805,2.0749005885152214,2.2580911758834232,2.9490002118066947,2.8363585629766974,3.0604907628415985,2.8820896433115575,3.458274614639979,3.6320262266191845,2.7194789875015353,2.0778390653786154,2.282506866846178,1.391975688983572,1.9333937117361675,1.670581921784661,2.8158897485926824,2.7844745565245583,1.9133893156348025,3.0403532216970692,2.9206406980910833,2.2570094874822657,2.4644801110079717,1.9585148646130137,3.161795970720438,2.569779045108633
MAR25_RESP_0009,Europe,Sales,3-10 year,<25,EN,2.259983229691735,2.684358176347424,2.1699830670496754,2.8152575417937484,2.079814828300105,3.549532690078514,2.711215487016114,3.2372244142242455,3.3201884417830274,3.034218139984846,2.323719253497738,1.5324790665823085,2.4438549421961584,2.2595216598955212,2.8006407152283246,2.9781095665634636,2.4012243965483058,1.8748026051857751,3.0176500729001208,2.675430324345709,1.866971846172549,1.7833314273601186,1.9912556478737815,3.848763755578079,3.1425991904757344
MAR25_RESP_0010,North America,Product,3-10 year,<25,EN,2.3750506372010447,2.1515459669183454,2.3296769716146595,2.9574045433198717,2.841457451752977,3.635133094377675,3.0057565963578208,3.353382435686426,3.103741603944491,2.9740579498676336,2.127606229236492,1.9828641111560927,2.0833898966502256,2.495095657433125,2.0415754553950367,2.864421131907979,2.9296882362612444,2.938556227105104,3.3207915644695434,2.5667943318186643,2.7098723455781095,3.685314439546325,2.126025586453196,3.956816566081229,3.073311237016657
